Grid Size,100
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,6,3,1,1,0,-44.0,-47.0,3.0
0,1,6,2,1,1,0,-44.0,-48.0,3.0
0,1,6,1,1,1,0,-44.0,-49.0,3.0
0,1,7,1,1,1,0,-43.0,-49.0,3.0
0,1,8,1,1,1,0,-42.0,-49.0,3.0
0,1,8,2,1,1,0,-42.0,-48.0,3.0
0,1,8,3,1,1,0,-42.0,-47.0,3.0
0,1,7,3,1,1,0,-43.0,-47.0,3.0
0,0,7,3,1,1,0,-43.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,6,3,1,1,0,-44.0,-47.0,3.0
0,1,6,2,1,1,0,-44.0,-48.0,3.0
0,1,7,2,1,1,0,-43.0,-48.0,3.0
0,1,8,2,1,1,0,-42.0,-48.0,3.0
0,1,8,3,1,1,0,-42.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,7,97,1,1,0,-43.0,47.0,3.0
0,1,6,98,1,1,0,-44.0,48.0,3.0
0,1,6,97,1,1,0,-44.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,8,97,1,1,0,-42.0,47.0,3.0
0,1,8,98,1,1,0,-42.0,48.0,3.0
0,1,7,98,1,1,0,-43.0,48.0,3.0
0,0,7,98,1,1,0,-43.0,48.0,3.0
0,1,6,99,1,1,0,-44.0,49.0,3.0
0,1,6,98,1,1,0,-44.0,48.0,3.0
0,1,6,97,1,1,0,-44.0,47.0,3.0
0,1,7,97,1,1,0,-43.0,47.0,3.0
0,1,8,97,1,1,0,-42.0,47.0,3.0
0,1,8,98,1,1,0,-42.0,48.0,3.0
0,1,8,99,1,1,0,-42.0,49.0,3.0
0,1,7,99,1,1,0,-43.0,49.0,3.0
0,0,7,99,1,1,0,-43.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,6,99,1,1,0,-44.0,49.0,3.0
0,1,6,98,1,1,0,-44.0,48.0,3.0
0,1,7,98,1,1,0,-43.0,48.0,3.0
0,1,8,98,1,1,0,-42.0,48.0,3.0
0,1,8,99,1,1,0,-42.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,8,1,1,1,0,-42.0,-49.0,3.0
0,1,7,2,1,1,0,-43.0,-48.0,3.0
0,1,7,1,1,1,0,-43.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,9,1,1,1,0,-41.0,-49.0,3.0
0,1,9,2,1,1,0,-41.0,-48.0,3.0
0,1,8,2,1,1,0,-42.0,-48.0,3.0
0,0,8,2,1,1,0,-42.0,-48.0,3.0
0,1,7,3,1,1,0,-43.0,-47.0,3.0
0,1,7,2,1,1,0,-43.0,-48.0,3.0
0,1,7,1,1,1,0,-43.0,-49.0,3.0
0,1,8,1,1,1,0,-42.0,-49.0,3.0
0,1,9,1,1,1,0,-41.0,-49.0,3.0
0,1,9,2,1,1,0,-41.0,-48.0,3.0
0,1,9,3,1,1,0,-41.0,-47.0,3.0
0,1,8,3,1,1,0,-42.0,-47.0,3.0
0,0,8,3,1,1,0,-42.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,7,3,1,1,0,-43.0,-47.0,3.0
0,1,7,2,1,1,0,-43.0,-48.0,3.0
0,1,8,2,1,1,0,-42.0,-48.0,3.0
0,1,9,2,1,1,0,-41.0,-48.0,3.0
0,1,9,3,1,1,0,-41.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,8,97,1,1,0,-42.0,47.0,3.0
0,1,7,98,1,1,0,-43.0,48.0,3.0
0,1,7,97,1,1,0,-43.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,9,97,1,1,0,-41.0,47.0,3.0
0,1,9,98,1,1,0,-41.0,48.0,3.0
0,1,8,98,1,1,0,-42.0,48.0,3.0
0,0,8,98,1,1,0,-42.0,48.0,3.0
0,1,7,99,1,1,0,-43.0,49.0,3.0
0,1,7,98,1,1,0,-43.0,48.0,3.0
0,1,7,97,1,1,0,-43.0,47.0,3.0
0,1,8,97,1,1,0,-42.0,47.0,3.0
0,1,9,97,1,1,0,-41.0,47.0,3.0
0,1,9,98,1,1,0,-41.0,48.0,3.0
0,1,9,99,1,1,0,-41.0,49.0,3.0
0,1,8,99,1,1,0,-42.0,49.0,3.0
0,0,8,99,1,1,0,-42.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,7,99,1,1,0,-43.0,49.0,3.0
0,1,7,98,1,1,0,-43.0,48.0,3.0
0,1,8,98,1,1,0,-42.0,48.0,3.0
0,1,9,98,1,1,0,-41.0,48.0,3.0
0,1,9,99,1,1,0,-41.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,9,1,1,1,0,-41.0,-49.0,3.0
0,1,8,2,1,1,0,-42.0,-48.0,3.0
0,1,8,1,1,1,0,-42.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,10,1,1,1,0,-40.0,-49.0,3.0
0,1,10,2,1,1,0,-40.0,-48.0,3.0
0,1,9,2,1,1,0,-41.0,-48.0,3.0
0,0,9,2,1,1,0,-41.0,-48.0,3.0
0,1,8,3,1,1,0,-42.0,-47.0,3.0
0,1,8,2,1,1,0,-42.0,-48.0,3.0
0,1,8,1,1,1,0,-42.0,-49.0,3.0
0,1,9,1,1,1,0,-41.0,-49.0,3.0
0,1,10,1,1,1,0,-40.0,-49.0,3.0
0,1,10,2,1,1,0,-40.0,-48.0,3.0
0,1,10,3,1,1,0,-40.0,-47.0,3.0
0,1,9,3,1,1,0,-41.0,-47.0,3.0
0,0,9,3,1,1,0,-41.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,8,3,1,1,0,-42.0,-47.0,3.0
0,1,8,2,1,1,0,-42.0,-48.0,3.0
0,1,9,2,1,1,0,-41.0,-48.0,3.0
0,1,10,2,1,1,0,-40.0,-48.0,3.0
0,1,10,3,1,1,0,-40.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,9,97,1,1,0,-41.0,47.0,3.0
0,1,8,98,1,1,0,-42.0,48.0,3.0
0,1,8,97,1,1,0,-42.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,10,97,1,1,0,-40.0,47.0,3.0
0,1,10,98,1,1,0,-40.0,48.0,3.0
0,1,9,98,1,1,0,-41.0,48.0,3.0
0,0,9,98,1,1,0,-41.0,48.0,3.0
0,1,8,99,1,1,0,-42.0,49.0,3.0
0,1,8,98,1,1,0,-42.0,48.0,3.0
0,1,8,97,1,1,0,-42.0,47.0,3.0
0,1,9,97,1,1,0,-41.0,47.0,3.0
0,1,10,97,1,1,0,-40.0,47.0,3.0
0,1,10,98,1,1,0,-40.0,48.0,3.0
0,1,10,99,1,1,0,-40.0,49.0,3.0
0,1,9,99,1,1,0,-41.0,49.0,3.0
0,0,9,99,1,1,0,-41.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,8,99,1,1,0,-42.0,49.0,3.0
0,1,8,98,1,1,0,-42.0,48.0,3.0
0,1,9,98,1,1,0,-41.0,48.0,3.0
0,1,10,98,1,1,0,-40.0,48.0,3.0
0,1,10,99,1,1,0,-40.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,10,1,1,1,0,-40.0,-49.0,3.0
0,1,9,2,1,1,0,-41.0,-48.0,3.0
0,1,9,1,1,1,0,-41.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,1,1,1,0,-39.0,-49.0,3.0
0,1,11,2,1,1,0,-39.0,-48.0,3.0
0,1,10,2,1,1,0,-40.0,-48.0,3.0
0,0,10,2,1,1,0,-40.0,-48.0,3.0
0,1,9,3,1,1,0,-41.0,-47.0,3.0
0,1,9,2,1,1,0,-41.0,-48.0,3.0
0,1,9,1,1,1,0,-41.0,-49.0,3.0
0,1,10,1,1,1,0,-40.0,-49.0,3.0
0,1,11,1,1,1,0,-39.0,-49.0,3.0
0,1,11,2,1,1,0,-39.0,-48.0,3.0
0,1,11,3,1,1,0,-39.0,-47.0,3.0
0,1,10,3,1,1,0,-40.0,-47.0,3.0
0,0,10,3,1,1,0,-40.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,9,3,1,1,0,-41.0,-47.0,3.0
0,1,9,2,1,1,0,-41.0,-48.0,3.0
0,1,10,2,1,1,0,-40.0,-48.0,3.0
0,1,11,2,1,1,0,-39.0,-48.0,3.0
0,1,11,3,1,1,0,-39.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,10,97,1,1,0,-40.0,47.0,3.0
0,1,9,98,1,1,0,-41.0,48.0,3.0
0,1,9,97,1,1,0,-41.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,97,1,1,0,-39.0,47.0,3.0
0,1,11,98,1,1,0,-39.0,48.0,3.0
0,1,10,98,1,1,0,-40.0,48.0,3.0
0,0,10,98,1,1,0,-40.0,48.0,3.0
0,1,9,99,1,1,0,-41.0,49.0,3.0
0,1,9,98,1,1,0,-41.0,48.0,3.0
0,1,9,97,1,1,0,-41.0,47.0,3.0
0,1,10,97,1,1,0,-40.0,47.0,3.0
0,1,11,97,1,1,0,-39.0,47.0,3.0
0,1,11,98,1,1,0,-39.0,48.0,3.0
0,1,11,99,1,1,0,-39.0,49.0,3.0
0,1,10,99,1,1,0,-40.0,49.0,3.0
0,0,10,99,1,1,0,-40.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,9,99,1,1,0,-41.0,49.0,3.0
0,1,9,98,1,1,0,-41.0,48.0,3.0
0,1,10,98,1,1,0,-40.0,48.0,3.0
0,1,11,98,1,1,0,-39.0,48.0,3.0
0,1,11,99,1,1,0,-39.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,11,1,1,1,0,-39.0,-49.0,3.0
0,1,10,2,1,1,0,-40.0,-48.0,3.0
0,1,10,1,1,1,0,-40.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,12,1,1,1,0,-38.0,-49.0,3.0
0,1,12,2,1,1,0,-38.0,-48.0,3.0
0,1,11,2,1,1,0,-39.0,-48.0,3.0
0,0,11,2,1,1,0,-39.0,-48.0,3.0
0,1,10,3,1,1,0,-40.0,-47.0,3.0
0,1,10,2,1,1,0,-40.0,-48.0,3.0
0,1,10,1,1,1,0,-40.0,-49.0,3.0
0,1,11,1,1,1,0,-39.0,-49.0,3.0
0,1,12,1,1,1,0,-38.0,-49.0,3.0
0,1,12,2,1,1,0,-38.0,-48.0,3.0
0,1,12,3,1,1,0,-38.0,-47.0,3.0
0,1,11,3,1,1,0,-39.0,-47.0,3.0
0,0,11,3,1,1,0,-39.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,10,3,1,1,0,-40.0,-47.0,3.0
0,1,10,2,1,1,0,-40.0,-48.0,3.0
0,1,11,2,1,1,0,-39.0,-48.0,3.0
0,1,12,2,1,1,0,-38.0,-48.0,3.0
0,1,12,3,1,1,0,-38.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,11,12,1,1,0,-39.0,-38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,12,12,1,1,0,-38.0,-38.0,3.0
0,1,12,13,1,1,0,-38.0,-37.0,3.0
0,1,11,13,1,1,0,-39.0,-37.0,3.0
0,0,11,13,1,1,0,-39.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,12,1,1,0,-39.0,-38.0,3.0
0,1,12,12,1,1,0,-38.0,-38.0,3.0
0,1,12,13,1,1,0,-38.0,-37.0,3.0
0,1,12,14,1,1,0,-38.0,-36.0,3.0
0,1,11,14,1,1,0,-39.0,-36.0,3.0
0,0,11,14,1,1,0,-39.0,-36.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,13,1,1,0,-39.0,-37.0,3.0
0,1,12,13,1,1,0,-38.0,-37.0,3.0
0,1,12,14,1,1,0,-38.0,-36.0,3.0
0,1,12,15,1,1,0,-38.0,-35.0,3.0
0,1,11,15,1,1,0,-39.0,-35.0,3.0
0,0,11,15,1,1,0,-39.0,-35.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,14,1,1,0,-39.0,-36.0,3.0
0,1,12,14,1,1,0,-38.0,-36.0,3.0
0,1,12,15,1,1,0,-38.0,-35.0,3.0
0,1,12,16,1,1,0,-38.0,-34.0,3.0
0,1,11,16,1,1,0,-39.0,-34.0,3.0
0,0,11,16,1,1,0,-39.0,-34.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,15,1,1,0,-39.0,-35.0,3.0
0,1,12,15,1,1,0,-38.0,-35.0,3.0
0,1,12,16,1,1,0,-38.0,-34.0,3.0
0,1,12,17,1,1,0,-38.0,-33.0,3.0
0,1,11,17,1,1,0,-39.0,-33.0,3.0
0,0,11,17,1,1,0,-39.0,-33.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,16,1,1,0,-39.0,-34.0,3.0
0,1,12,16,1,1,0,-38.0,-34.0,3.0
0,1,12,17,1,1,0,-38.0,-33.0,3.0
0,1,12,18,1,1,0,-38.0,-32.0,3.0
0,1,11,18,1,1,0,-39.0,-32.0,3.0
0,0,11,18,1,1,0,-39.0,-32.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,17,1,1,0,-39.0,-33.0,3.0
0,1,12,17,1,1,0,-38.0,-33.0,3.0
0,1,12,18,1,1,0,-38.0,-32.0,3.0
0,1,12,19,1,1,0,-38.0,-31.0,3.0
0,1,11,19,1,1,0,-39.0,-31.0,3.0
0,0,11,19,1,1,0,-39.0,-31.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,18,1,1,0,-39.0,-32.0,3.0
0,1,12,18,1,1,0,-38.0,-32.0,3.0
0,1,12,19,1,1,0,-38.0,-31.0,3.0
0,1,12,20,1,1,0,-38.0,-30.0,3.0
0,1,11,20,1,1,0,-39.0,-30.0,3.0
0,0,11,20,1,1,0,-39.0,-30.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,19,1,1,0,-39.0,-31.0,3.0
0,1,12,19,1,1,0,-38.0,-31.0,3.0
0,1,12,20,1,1,0,-38.0,-30.0,3.0
0,1,12,21,1,1,0,-38.0,-29.0,3.0
0,1,11,21,1,1,0,-39.0,-29.0,3.0
0,0,11,21,1,1,0,-39.0,-29.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,20,1,1,0,-39.0,-30.0,3.0
0,1,12,20,1,1,0,-38.0,-30.0,3.0
0,1,12,21,1,1,0,-38.0,-29.0,3.0
0,1,12,22,1,1,0,-38.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
0,0,11,30,1,1,0,-39.0,-20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,12,29,1,1,0,-38.0,-21.0,3.0
0,1,12,30,1,1,0,-38.0,-20.0,3.0
0,1,12,31,1,1,0,-38.0,-19.0,3.0
0,1,11,31,1,1,0,-39.0,-19.0,3.0
0,0,11,31,1,1,0,-39.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,30,1,1,0,-39.0,-20.0,3.0
0,1,12,30,1,1,0,-38.0,-20.0,3.0
0,1,12,31,1,1,0,-38.0,-19.0,3.0
0,1,12,32,1,1,0,-38.0,-18.0,3.0
0,1,11,32,1,1,0,-39.0,-18.0,3.0
0,0,11,32,1,1,0,-39.0,-18.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,31,1,1,0,-39.0,-19.0,3.0
0,1,12,31,1,1,0,-38.0,-19.0,3.0
0,1,12,32,1,1,0,-38.0,-18.0,3.0
0,1,12,33,1,1,0,-38.0,-17.0,3.0
0,1,11,33,1,1,0,-39.0,-17.0,3.0
0,0,11,33,1,1,0,-39.0,-17.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,32,1,1,0,-39.0,-18.0,3.0
0,1,12,32,1,1,0,-38.0,-18.0,3.0
0,1,12,33,1,1,0,-38.0,-17.0,3.0
0,1,12,34,1,1,0,-38.0,-16.0,3.0
0,1,11,34,1,1,0,-39.0,-16.0,3.0
0,0,11,34,1,1,0,-39.0,-16.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,33,1,1,0,-39.0,-17.0,3.0
0,1,12,33,1,1,0,-38.0,-17.0,3.0
0,1,12,34,1,1,0,-38.0,-16.0,3.0
0,1,12,35,1,1,0,-38.0,-15.0,3.0
0,1,11,35,1,1,0,-39.0,-15.0,3.0
0,0,11,35,1,1,0,-39.0,-15.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,34,1,1,0,-39.0,-16.0,3.0
0,1,12,34,1,1,0,-38.0,-16.0,3.0
0,1,12,35,1,1,0,-38.0,-15.0,3.0
0,1,12,36,1,1,0,-38.0,-14.0,3.0
0,1,11,36,1,1,0,-39.0,-14.0,3.0
0,0,11,36,1,1,0,-39.0,-14.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,35,1,1,0,-39.0,-15.0,3.0
0,1,12,35,1,1,0,-38.0,-15.0,3.0
0,1,12,36,1,1,0,-38.0,-14.0,3.0
0,1,12,37,1,1,0,-38.0,-13.0,3.0
0,1,11,37,1,1,0,-39.0,-13.0,3.0
0,0,11,37,1,1,0,-39.0,-13.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,36,1,1,0,-39.0,-14.0,3.0
0,1,12,36,1,1,0,-38.0,-14.0,3.0
0,1,12,37,1,1,0,-38.0,-13.0,3.0
0,1,12,38,1,1,0,-38.0,-12.0,3.0
0,1,11,38,1,1,0,-39.0,-12.0,3.0
0,0,11,38,1,1,0,-39.0,-12.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,37,1,1,0,-39.0,-13.0,3.0
0,1,12,37,1,1,0,-38.0,-13.0,3.0
0,1,12,38,1,1,0,-38.0,-12.0,3.0
0,1,12,39,1,1,0,-38.0,-11.0,3.0
0,1,11,39,1,1,0,-39.0,-11.0,3.0
0,0,11,39,1,1,0,-39.0,-11.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,38,1,1,0,-39.0,-12.0,3.0
0,1,12,38,1,1,0,-38.0,-12.0,3.0
0,1,12,39,1,1,0,-38.0,-11.0,3.0
0,1,12,40,1,1,0,-38.0,-10.0,3.0
0,1,11,40,1,1,0,-39.0,-10.0,3.0
0,0,11,40,1,1,0,-39.0,-10.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,39,1,1,0,-39.0,-11.0,3.0
0,1,12,39,1,1,0,-38.0,-11.0,3.0
0,1,12,40,1,1,0,-38.0,-10.0,3.0
0,1,12,41,1,1,0,-38.0,-9.0,3.0
0,1,11,41,1,1,0,-39.0,-9.0,3.0
0,0,11,41,1,1,0,-39.0,-9.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,40,1,1,0,-39.0,-10.0,3.0
0,1,12,40,1,1,0,-38.0,-10.0,3.0
0,1,12,41,1,1,0,-38.0,-9.0,3.0
0,1,12,42,1,1,0,-38.0,-8.0,3.0
0,1,11,42,1,1,0,-39.0,-8.0,3.0
0,0,11,42,1,1,0,-39.0,-8.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,41,1,1,0,-39.0,-9.0,3.0
0,1,12,41,1,1,0,-38.0,-9.0,3.0
0,1,12,42,1,1,0,-38.0,-8.0,3.0
0,1,12,43,1,1,0,-38.0,-7.0,3.0
0,1,11,43,1,1,0,-39.0,-7.0,3.0
0,0,11,43,1,1,0,-39.0,-7.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,42,1,1,0,-39.0,-8.0,3.0
0,1,12,42,1,1,0,-38.0,-8.0,3.0
0,1,12,43,1,1,0,-38.0,-7.0,3.0
0,1,12,44,1,1,0,-38.0,-6.0,3.0
0,1,11,44,1,1,0,-39.0,-6.0,3.0
0,0,11,44,1,1,0,-39.0,-6.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,43,1,1,0,-39.0,-7.0,3.0
0,1,12,43,1,1,0,-38.0,-7.0,3.0
0,1,12,44,1,1,0,-38.0,-6.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,11,56,1,1,0,-39.0,6.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,12,56,1,1,0,-38.0,6.0,3.0
0,1,12,57,1,1,0,-38.0,7.0,3.0
0,1,11,57,1,1,0,-39.0,7.0,3.0
0,0,11,57,1,1,0,-39.0,7.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,56,1,1,0,-39.0,6.0,3.0
0,1,12,56,1,1,0,-38.0,6.0,3.0
0,1,12,57,1,1,0,-38.0,7.0,3.0
0,1,12,58,1,1,0,-38.0,8.0,3.0
0,1,11,58,1,1,0,-39.0,8.0,3.0
0,0,11,58,1,1,0,-39.0,8.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,57,1,1,0,-39.0,7.0,3.0
0,1,12,57,1,1,0,-38.0,7.0,3.0
0,1,12,58,1,1,0,-38.0,8.0,3.0
0,1,12,59,1,1,0,-38.0,9.0,3.0
0,1,11,59,1,1,0,-39.0,9.0,3.0
0,0,11,59,1,1,0,-39.0,9.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,58,1,1,0,-39.0,8.0,3.0
0,1,12,58,1,1,0,-38.0,8.0,3.0
0,1,12,59,1,1,0,-38.0,9.0,3.0
0,1,12,60,1,1,0,-38.0,10.0,3.0
0,1,11,60,1,1,0,-39.0,10.0,3.0
0,0,11,60,1,1,0,-39.0,10.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,59,1,1,0,-39.0,9.0,3.0
0,1,12,59,1,1,0,-38.0,9.0,3.0
0,1,12,60,1,1,0,-38.0,10.0,3.0
0,1,12,61,1,1,0,-38.0,11.0,3.0
0,1,11,61,1,1,0,-39.0,11.0,3.0
0,0,11,61,1,1,0,-39.0,11.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,60,1,1,0,-39.0,10.0,3.0
0,1,12,60,1,1,0,-38.0,10.0,3.0
0,1,12,61,1,1,0,-38.0,11.0,3.0
0,1,12,62,1,1,0,-38.0,12.0,3.0
0,1,11,62,1,1,0,-39.0,12.0,3.0
0,0,11,62,1,1,0,-39.0,12.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,61,1,1,0,-39.0,11.0,3.0
0,1,12,61,1,1,0,-38.0,11.0,3.0
0,1,12,62,1,1,0,-38.0,12.0,3.0
0,1,12,63,1,1,0,-38.0,13.0,3.0
0,1,11,63,1,1,0,-39.0,13.0,3.0
0,0,11,63,1,1,0,-39.0,13.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,62,1,1,0,-39.0,12.0,3.0
0,1,12,62,1,1,0,-38.0,12.0,3.0
0,1,12,63,1,1,0,-38.0,13.0,3.0
0,1,12,64,1,1,0,-38.0,14.0,3.0
0,1,11,64,1,1,0,-39.0,14.0,3.0
0,0,11,64,1,1,0,-39.0,14.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,63,1,1,0,-39.0,13.0,3.0
0,1,12,63,1,1,0,-38.0,13.0,3.0
0,1,12,64,1,1,0,-38.0,14.0,3.0
0,1,12,65,1,1,0,-38.0,15.0,3.0
0,1,11,65,1,1,0,-39.0,15.0,3.0
0,0,11,65,1,1,0,-39.0,15.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,11,64,1,1,0,-39.0,14.0,3.0
0,1,12,64,1,1,0,-38.0,14.0,3.0
0,1,12,65,1,1,0,-38.0,15.0,3.0
0,1,12,66,1,1,0,-38.0,16.0,3.0
0,1,11,66,1,1,0,-39.0,16.0,3.0
0,0,11,66,1,1,0,-39.0,16.0,3.0
1,1,0,0,0,0,0,0,0,0
